Src Bytes,Dst Bytes,Urgent,Num Failed Logins,Root Shell,Num Shells,Is Hot Logins,Is Guest Login,Diff Srv Rate,Srv Diff Host Rate,Dst Host Same Src Port Rate,Dst Host Srv Diff Host Rate,Difficulty Level,http,eco_i,ftp,pop_3,http_8001,aol,http_2784,harvest,imap4,SF,SH,OTH,Class
0,0,0,0,0,0,0,0,0.06,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,DoS
44,132,0,0,0,0,0,0,0,0,0.16,0,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,0.08,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,DoS
43,73,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,Normal
210,7205,0,0,0,0,0,0,0,0.3,0.03,0.04,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
30,217,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,R2L
322,1135,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,0,0,0.02,1,15,0,0,0,0,0,0,0,0,0,0,0,0,Probe
43,116,0,0,0,0,0,0,0.03,0.03,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
1,0,0,0,0,0,0,0,0,0,0.9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,Probe
199,2444,0,0,0,0,0,0,0,0,0.09,0.05,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
246,0,0,0,0,0,0,0,0,0,1,0.153836439,12,0,0,0,0,0,0,0,0,0,1,0,0,R2L
28,0,0,0,0,0,0,0,0,0,0.08,0,15,0,0,0,0,0,0,0,0,0,1,0,0,DoS
26,157,0,1,0,0,0,1,0,0,0.01,0,7,0,0,1,0,0,0,0,0,0,1,0,0,R2L
297,2006,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0,Normal
334,0,0,0,0,0,0,0,0,0,1,0.13,12,0,0,0,0,0,0,0,0,0,1,0,0,R2L
8,0,0,0,0,0,0,0,0,1,1,0.25,16,0,1,0,0,0,0,0,0,0,1,0,0,Probe
0,0,0,0,0,0,0,0,0,0,0.03,0.08,18,1,0,0,0,0,0,0,0,0,0,0,0,Normal
0,0,0,0,0,0,0,0,0.07,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,DoS
140.076803,1306.078675,0,0,0,0,0,0,0,0,0.315391817,0,1,0,0,0,0,0,0,0,0,0,1,0,0,U2R
283,4770,0,0,0,0,0,0,0,0.04,0.02,0.04,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
316,337,0,0,0,0,0,0,0,0.19,0,0,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
305,1075,0,0,0,0,0,0,0,0,0.01,0,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
11,0,0,0,0,0,0,0,0,0,0.33,0.03,20,0,0,0,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,0.05,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,DoS
334,0,0,0,0,0,0,0,0,0,0.40463708,0,0,0,0,0,0,0,0,0,0,0,1,0,0,R2L
8,0,0,0,0,0,0,0,0,1,1,0.5,16,0,1,0,0,0,0,0,0,0,1,0,0,Probe
0,0,0,0,0,0,0,0,0.19,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,DoS
0,0,0,0,0,0,0,0,0.52,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,Probe
46,139,0,0,0,0,0,0,0,0.05,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
18,0,0,0,0,0,0,0,0,0,1,1,18,0,1,0,0,0,0,0,0,0,1,0,0,U2R
0,0,0,0,0,0,0,0,0.06,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,DoS
0,0,0,0,0,0,0,0,0.06,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,DoS
0,0,0,0,0,0,0,0,0.06,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,DoS
0,5928,0,0,0,0,0,0,0,0,1,0.138237479,12.05630399,0,0,0,0,0,0,0,0,0,1,0,0,U2R
284,307,0,0,0,0,0,0,0,0.07,0,0,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
93,2832,0,0,0,0,0,0,0,0,0.01,0,9,0,0,0,0,0,0,0,0,0,0,0,0,Normal
44,113,0,0,0,0,0,0,0,0.75,0.01,0,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
28,93,0,0,0,0,0,0,0.768555101,0,0,0,15,0,0,0,1,0,0,0,0,0,1,0,0,R2L
46,46,0,0,0,0,0,0,0,0,0.01,0,15,0,0,0,0,0,0,0,0,0,1,0,0,R2L
0,0,0,0,0,0,0,0,0.17,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,DoS
296,253,0,0,0,0,0,0,0,0.15,0.03,0.01,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
299,662,0,0,0,0,0,0,0,0,0,0.01,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
161,599,0,0,0,0,0,1,0,0,0,0,14,0,0,1,0,0,0,0,0,0,1,0,0,R2L
1110,331,0,0,0,0,0,0,0,1,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,0.17,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,DoS
0,0,0,0,0,0,0,0,0.52,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,Probe
8,0,0,0,0,0,0,0,0,1,1,0.5,16,0,1,0,0,0,0,0,0,0,1,0,0,Probe
8,0,0,0,0,0,0,0,0,1,1,0.25,16,0,1,0,0,0,0,0,0,0,1,0,0,Probe
8,0,0,0,0,0,0,0,0,1,1,0.5,15,0,1,0,0,0,0,0,0,0,1,0,0,U2R
45,79,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,0.07,0,0.01,0,20,1,0,0,0,0,0,0,0,0,0,0,0,DoS
147,105,0,0,0,0,0,0,0.57,0,0.92,0,20,0,0,0,0,0,0,0,0,0,1,0,0,Normal
248,1105,0,0,0,0,0,0,0,0.25,0,0,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,0.06,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,DoS
18,0,0,0,0,0,0,0,0,0,1,1,18,0,1,0,0,0,0,0,0,0,1,0,0,U2R
46,78,0,0,0,0,0,0,0.01,0.01,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,Normal
160,597,0,0,0,0,0,1,0,0,0,0,12,0,0,1,0,0,0,0,0,0,1,0,0,R2L
298,10736,0,0,0,0,0,0,0,0.09,0.03,0.02,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
208,464,0,0,0,0,0,0,0,0,0.02,0.05,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
6,137,0,0,0,0,0,0,0,0,0.01,0,19,0,0,0,0,0,0,0,0,0,1,0,0,Normal
1,0,0,0,0,0,0,0,0.07,0,1,0,19,0,0,0,0,0,0,0,0,0,1,0,0,Probe
0,0,0,0,0,0,0,0,0.07,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,DoS
285,412,0,0,0,0,0,0,0,0,0.01,0.02,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
160,595,0,0,0,0,0,1,0,0,0.01,0,11,0,0,1,0,0,0,0,0,0,1,0,0,R2L
254,10118,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,1,0,0,Normal
324,762,0,0,0,0,0,0,0,0,0.01,0.03,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
121,174,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,R2L
0,0,0,0,0,0,0,0,0.05,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,DoS
18,0,0,0,0,0,0,0,0,0,1,1,16,0,1,0,0,0,0,0,0,0,1,0,0,U2R
18,0,0,0,0,0,0,0,0,0,1,1,18,0,1,0,0,0,0,0,0,0,1,0,0,U2R
0,0,0,0,0,0,0,0,0.05,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,DoS
0,0,0,0,0,0,0,0,0.06,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,DoS
0,0,0,0,0,0,0,0,0.05,0,0.01,0,18,0,0,0,0,0,0,0,0,0,0,0,0,DoS
8,0,0,0,0,0,0,0,0,1,1,0.5,18,0,1,0,0,0,0,0,0,0,1,0,0,Probe
182,24755,0,0,0,0,0,0,0,0.29,0,0,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
2503.188789,3903.628698,0,0,1,0,0,0,0,0,0.776130999,0.552261997,3.104523994,0,0,0,0,0,0,0,0,0,1,0,0,U2R
334,0,0,0,0,0,0,0,0,0,1,0.100563341,9,0,0,0,0,0,0,0,0,0,1,0,0,R2L
0,0,0,0,0,0,0,0,0.09,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,DoS
334,0,0,0,0,0,0,0,0,0,1,0.041087824,9,0,0,0,0,0,0,0,0,0,1,0,0,R2L
1502,332,0,0,0,0,0,0,0,1,0.01,0.01,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
5135678,0,0,0,0,0,0,0,0,0,1,0.15,15,0,0,0,0,0,0,0,0,0,1,0,0,R2L
8,0,0,0,0,0,0,0,0,1,1,0.5,15,0,1,0,0,0,0,0,0,0,1,0,0,U2R
959,2720,0,0,0,0,0,1,0,0,0.01,0,17,0,0,1,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,0,0,0.5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,Probe
283618,0,0,0,0,0,0,0,0,0,0.204312867,0,3,0,0,0,0,0,0,0,0,0,1,0,0,R2L
218,5280,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
123.828655,188,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,R2L
0,0,0,0,0,0,0,0,0.06,0,0.01,0,18,0,0,0,0,0,0,0,0,0,0,0,0,DoS
0,0,0,0,0,0,0,0,0,0.914363699,0.005636301,0.072364386,13,0,0,0,0,0,0,0,0,0,0,0,0,Probe
76.42292208,2063.769839,0,0,0.608087579,0.391912421,0,0,0.30404379,0,0.612006703,0.243235032,7.297050949,0,0,0,0,0,0,0,0,0,1,0,0,U2R
958,328,0,0,0,0,0,0,0,0,0.01,0.01,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,0.07,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,DoS
668,327,0,0,0,0,0,0,0,0,0.25,0,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
42,42,0,0,0,0,0,0,0,0.22,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
3747.51515,26774.37934,1.3141947,0,1,0,0,0,0,0,0.111706549,0,1,0,0,0,0,0,0,0,0,0,1,0,0,U2R
18,0,0,0,0,0,0,0,0,0,1,1,15,0,1,0,0,0,0,0,0,0,1,0,0,U2R
0,0,0,0,0,0,0,0,0.06,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,DoS
293,382,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
358,1463,0,0,0,0,0,0,0,0,0.01,0.01,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,Probe
1,0,0,0,0,0,0,0,0.17,0,0.64311485,0,17,0,0,0,0,0,0,0,0,0,1,0,0,Probe
0,0,0,0,0,0,0,0,0,0,0.882647174,0,18,0,0,0,0,0,0,0,0,0,0,1,0,Probe
0,0,0,0,0,0,0,0,0.06,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,DoS
0,0,0,0,0,0,0,0,0.06,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,DoS
834,278,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,Probe
43,78,0,0,0,0,0,0,0.01,0,0.01,0,18,0,0,0,0,0,0,0,0,0,1,0,0,Normal
1,0,0,0,0,0,0,0,0.241133878,0,0.698866122,0,18,0,0,0,0,0,0,0,0,0,1,0,0,Probe
0,0,0,0,0,0,0,0,0.06,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,DoS
40,40,0,0,0,0,0,0,0,0.5,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
18,0,0,0,0,0,0,0,0,0,1,1,18,0,1,0,0,0,0,0,0,0,1,0,0,U2R
206,188,0,0,0,0,0,0,0,0.1,0,0,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
12,0,0,0,0,0,0,0,0,0,1,0.248781365,15,0,0,0,0,0,0,0,0,0,1,0,0,R2L
0,0,0,0,0,0,0,0,0.06,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,DoS
2599,293,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,DoS
45,77,0,0,0,0,0,0,0,0,0.01,0,18,0,0,0,0,0,0,0,0,0,1,0,0,Normal
8,0,0,0,0,0,0,0,0,1,0.949549771,0.25,16,0,1,0,0,0,0,0,0,0,1,0,0,Probe
0,0,0,0,0,0,0,0,0.05,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,DoS
105,147,0,0,0,0,0,0,0,0,0.01,0,1,0,0,0,0,0,0,0,0,0,1,0,0,R2L
312,124,0,0,0,0,0,0,0,0.33,0.01,0.05,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
120.3758061,188,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,R2L
352,1695,0,0,0,0,0,0,0,0,0,0.01,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,0.05,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,DoS
233,2133,0,0,0,0,0,0,0,0.08,0.02,0.03,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
344,7333,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,0.06,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,DoS
237,536,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
8,0,0,0,0,0,0,0,0,1,1,0.5,16,0,1,0,0,0,0,0,0,0,1,0,0,U2R
0,0,0,0,0,0,0,0,0,0,0.63,0,18,0,0,0,0,0,0,0,0,0,0,0,0,Probe
245,1578,0,0,0,0,0,0,0,0.29,0,0.02,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
213,22929,0,0,0,0,0,0,0,0,0.03,0.04,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
12,0,0,0,0,0,0,0,0,0,1,0.252827523,15,0,0,0,0,0,0,0,0,0,1,0,0,R2L
1,0,0,0,0,0,0,0,0.1,0,0.014633251,0,20,0,0,0,0,0,0,0,0,0,1,0,0,Probe
31,93,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,1,0,0,R2L
1,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,1,0,0,Probe
0,0,0,0,0,0,0,0,0.07,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,DoS
0,0,0,0,0,0,0,0,0.12,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,DoS
288,1376,0,0,0,0,0,0,0,0,0,0.01,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
213,10616,0,0,0,0,0,0,0,0.12,0,0,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
18,0,0,0,0,0,0,0,0,0,1,1,17,0,1,0,0,0,0,0,0,0,1,0,0,U2R
2560.442997,36936.43478,1.512338443,0.495887186,0.504112814,0,0,0,0,0,0.030246769,0,5.950646227,0,0,0,0,0,0,0,0,0,1,0,0,U2R
54,55,0,0,0,0,0,0,0,0,0.86,0,17,0,0,0,0,0,0,0,0,0,1,0,0,Normal
1032,0,0,0,0,0,0,0,0,0,0.22,0,19,0,0,0,0,0,0,0,0,0,1,0,0,DoS
0,0,0,0,0,0,0,0,0.06,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,DoS
30,93,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,1,0,0,R2L
18,0,0,0,0,0,0,0,0,0,1,1,15,0,1,0,0,0,0,0,0,0,1,0,0,U2R
1,0,0,0,0,0,0,0,0.32,0,0.79,0,20,0,0,0,0,0,0,0,0,0,1,0,0,Probe
2440.870126,0,0,0,0,0,0,0,0,0,0.436781232,0,1.427520563,0,0,0,0,0,0,0,0,0,1,0,0,U2R
0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,Probe
0,0,0,0,0,0,0,0,0.07,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,DoS
8,0,0,0,0,0,0,0,0,1,1,0.51,16,0,1,0,0,0,0,0,0,0,1,0,0,Probe
0,0,0,0,0,0,0,0,0,1,0.01,0.031601275,18,0,0,0,1,0,0,0,0,0,0,0,0,Probe
57964,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,DoS
12,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,1,0,0,R2L
1,0,0,0,0,0,0,0,0,0,0.4,0,13,0,0,0,0,0,0,0,0,0,1,0,0,Probe
0,0,0,0,0,0,0,0,0.25,0,0.01,0,19,1,0,0,0,0,0,0,0,0,0,0,0,DoS
0,0,0,0,0,0,0,0,0.06,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,DoS
0,0,0,0,0,0,0,0,0.552670763,0,0.445113842,0,21,0,0,0,0,0,0,0,0,0,0,0,0,Probe
8,0,0,0,0,0,0,0,0,1,1,0.5,18,0,1,0,0,0,0,0,0,0,1,0,0,Probe
0,0,0,0,0,0,0,0,0.06,0,0.01,0,18,0,0,0,0,0,0,0,0,0,0,0,0,DoS
200,286,0,0,0,0,0,0,0,0.1,0.02,0.05,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
252,3395,0,0,0,0,0,0,0,0,0.01,0.02,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
5,0,0,0,0,0,0,0,0.00377781,0,0.106889623,0,10,0,0,0,0,0,0,0,0,0,1,0,0,Probe
45,129,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,R2L
126,179,0,1,0,0,0,0,0,0,0.05,0,9,0,0,0,0,0,0,0,0,0,0,0,0,R2L
18,0,0,0,0,0,0,0,0,0,1,1,18,0,1,0,0,0,0,0,0,0,1,0,0,U2R
203,0,0,0,0,0,0,0,0,0,0.56,0.03,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,0.06,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,DoS
8,0,0,0,0,0,0,0,0,1,1,0.5,18,0,1,0,0,0,0,0,0,0,1,0,0,Probe
0,0,0,0,0,0,0,0,0.06,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,DoS
272,307,0,0,0,0,0,0,0,0,0.04,0.01,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,0.08,0,0.01,0,18,0,0,0,0,0,0,0,0,0,0,0,0,DoS
0,0,0,0,0,0,0,0,0,0,0.672561131,0.082211809,9,0,0,0,0,0,0,0,0,0,0,0,0.750873306,Probe
0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,DoS
0,0,0,0,0,0,0,0,1,0,0.01,0,15,0,0,0,0,0,0,0,0,0,0,0,0,Probe
0,0,0,0,0,0,0,0,0.31,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,DoS
44,132,0,0,0,0,0,0,0.01,0.01,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,Normal
42,123,0,0,0,0,0,0,0,0.02,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
43,146,0,0,0,0,0,0,0.01,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,0,0,0.957985891,0,17,0,0,0,0,0,0,0,0,0,0,1,0,Probe
0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,R2L
5135678,0,0,0,0,0,0,0,0,0,0.326512289,0,1.325614439,0,0,0,0,0,0,0,0,0,1,0,0,R2L
126.7635028,188,0,1,0,0,0,0,0,0,0,0,9.078832415,0,0,0,0,0,0,0,0,0,0.921167585,0,0,R2L
45,120,0,0,0,0,0,0,0,0.01,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,Normal
18,0,0,0,0,0,0,0,0,0,1,1,18,0,1,0,0,0,0,0,0,0,1,0,0,U2R
2772,402,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,Normal
120.2709688,174,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,R2L
32,93,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,1,0,0,R2L
173,3392,0,0,0,0,0,0,0,0,0.01,0.04,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
50,0,0,0,0,0,0,0,0,0,0,0,14.71020461,0,0,0,0,0,0,0,0,0,1,0,0,R2L
0,0,0,0,0,0,0,0,0.07,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,DoS
18,0,0,0,0,0,0,0,0,0,1,1,18,0,1,0,0,0,0,0,0,0,1,0,0,U2R
8,0,0,0,0,0,0,0,0,1,1,0.25,15,0,1,0,0,0,0,0,0,0,1,0,0,Probe
308,6503,0,0,0,0,0,0,0,0,0.02,0.03,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
50,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,R2L
43,43,0,0,0,0,0,0,0,0.01,0.01,0,18,0,0,0,0,0,0,0,0,0,1,0,0,Normal
162,4528,0,0,0,0,0,0,0,0,1,0,20,1,0,0,0,0,0,0,0,0,1,0,0,Normal
8,0,0,0,0,0,0,0,0,1,1,0.5,18,0,1,0,0,0,0,0,0,0,1,0,0,Probe
18,0,0,0,0,0,0,0,0,0,1,1,17,0,1,0,0,0,0,0,0,0,1,0,0,U2R
8,0,0,0,0,0,0,0,0,1,1,0.25,15,0,1,0,0,0,0,0,0,0,1,0,0,Probe
0,0,0,0,0,0,0,0,0.06,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,DoS
366,573,0,0,0,0,0,0,0,0.25,0,0,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
884,0,0,0,0,0,0,0,0,0,0.48,0,20,0,0,0,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,0.05,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,DoS
0,4,0,0,0,0,0,0,0,0,0.06,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Probe
362,242,0,0,0,0,0,0,0,0.33,0,0.01,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,0,0,0.2,0,21,1,0,0,0,0,0,0,0,0,0,0,0,Normal
18,0,0,0,0,0,0,0,0,0,1,1,15,0,1,0,0,0,0,0,0,0,1,0,0,U2R
30,0,0,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
46,46,0,0,0,0,0,0,0.5,0.5,0.02,0,20,0,0,0,0,0,0,0,0,0,1,0,0,Normal
121,174,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,R2L
0,0,0,0,0,0,0,0,0,0,0.04,1,17,0,0,0,0,0,0,0,0,0,0,0,0,Probe
1,0,0,0,0,0,0,0,0.094983765,0,0.332508118,0,15,0,0,0,0,0,0,0,0,0,1,0,0,Probe
296,1053,0,0,0,0,0,0,0,0.16,0,0,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
7045,0,0,0,0,0,0,0,0,0,0.33434276,0,0,0,0,0,0,0,0,0,0,0,1,0,0,R2L
343,293,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
49,1871,0,0,0,0,0,0,0.75,0,0,0,20,0,0,0,1,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,Normal
162,599,0,0,0,0,0,1,0,0,0,0,13,0,0,1,0,0,0,0,0,0,1,0,0,R2L
54540,8314,0,0,0,0,0,0,0,0,0.01,0,11,1,0,0,0,0,0,0,0,0,1,0,0,DoS
44,44,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,Normal
122,174,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,R2L
307,20567,0,0,0,0,0,0,0,0,0.03,0.05,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
8,0,0,0,0,0,0,0,0,1,1,0.549870183,17,0,1,0,0,0,0,0,0,0,1,0,0,U2R
271,17631,0,0,0,0,0,0,0,0,0.12,0.06,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
2835.30348,4726.854401,0,0,0.189611055,0,0,0,0,0,0.189611055,0,1.379222109,0,0,0,0,0,0,0,0,0,1,0,0,U2R
3759.727743,29313.52347,0.054451488,0,1,0,0,0,0,0,0.006806436,0.000816772,1,0,0,0,0,0,0,0,0,0,1,0,0,U2R
0,0,0,0,0,0,0,0,0.06,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,DoS
157.7751059,595,0,0,0,0,0,1,0,0,0,0,15,0,0,1,0,0,0,0,0,0,1,0,0,R2L
162,597,0,0,0,0,0,1,0,0,0,0,14.85738926,0,0,1,0,0,0,0,0,0,1,0,0,R2L
2559,336,0,0,0,0,0,0,0,0,0,0.01,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
160,597,0,0,0,0,0,1,0,0,0,0,15,0,0,1,0,0,0,0,0,0,1,0,0,R2L
166.9111343,514.6358699,0,0,0,0,0.287455944,0,0,0,0.294581384,0,5.287455944,0,0,1,0,0,0,0,0,0,1,0,0,U2R
147,105,0,0,0,0,0,0,0.5,0,0.93,0,20,0,0,0,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,1,0,0.52,0,18,0,0,0,0,0,0,0,0,0,0,0,0,Probe
0,0,0,0,0,0,0,0,0.07,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,DoS
239,35215,0,0,0,0,0,0,0,0.67,0,0,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
1008,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,1,0,0,DoS
219,2889,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
